"","id","national_sss","condition","procedure","manipulation_check","Q153_1","Q153_2","Q153_3","Q153_4","Q153_5","Q153_6","Q153_7","Q145_1","Q145_2","Q145_3","Q145_4","Q145_5","Q145_6","Q145_7","Q146_1","Q146_2","Q146_3","Q146_4","Q146_5","Q146_6","Q67_1","Q67_2","Q67_3","Q67_4","Q67_5","Q67_6","Q123_1","Q123_2","Q123_3","Q123_4","Q174","Q175","Q176","Q177","Q96","Q98","Q100","Q102","Q124_1","Q124_2","Q124_3","Q124_4","Q124_5","Q124_6","Q124_7","Q124_8","Q124_9","Q124_11","Q124_12","Q124_13","Q124_14","Q124_15","Q124_17","Q124_18","Q142","Q102_1","Q102_2","Q102_3","Q102_4","Q102_5","Q102_6","Q102_7","Q103_1","Q103_2","Q103_3","Q103_4","Q103_5","Q103_6","Q103_7","Q128","Q130","Q132","Q134","positive_emotion","negative_emotion","CH1_reverse","CH2_reverse","CH3_reverse","FH1_reverse","FH2_reverse","current_health","future_health","happiness1_reverse","happiness2_reverse","happiness_wake","happiness_general","exercise_intent","EC2_reverse","EC4_reverse","EC5_reverse","PT1_reverse","PT4_reverse","empathetic_concern","perspective_taking"
"127","22446",8,"high_sss","The connections that I was able to make through attending Wake Forest and participating in a variety of clubs and organizations has allowed me to accomplish all that I had dreamed of, and has given me confidence and high hopes for my future. Through the internship opportunities I was offered, I have been able to collaborate with very knowledgeable people who have made me realize my passions.",1,1,5,3,1,1,1,2,1,2,2,2,2,4,2,1,4,4,2,3,3,5,2,2,3,3,2,3,3,2,4,3,4,4,5,5,5,4,5,71,70,84,62,95,82,84,39,39,16,33,54,91,6,25,77,1,5,1,3,1,1,2,3,3,3,3,2,4,4,4,2003,"1","51",4,2,2.6,4,4,4,3,2,3.83333333333333,2.5,3,3,3.5,4.25,58,5,5,5,3,4,4,3.57142857142857
"128","22194",7,"high_sss","I feel extremely lucky for the opportunities that Wake gave me and am so fortunate for how it has helped my life. I am now working an extremely successful job that not only makes good money, but is something that I truly enjoy and makes me feel fulfilled. I loved getting to see my old classmates who were also an influence on how I got to where I am now. I would not be as happy as I am without the experiences I went through at Wake, both good and bad.",1,1,2,1,1,1,2,1,1,2,4,3,3,3,5,1,2,2,1,2,4,4,4,4,3,2,2,5,3,1,5,5,4,5,3,6,6,5,3,60,80,80,60,70,70,95,70,20,50,75,85,95,95,45,50,1,5,1,5,1,1,5,5,2,4,4,2,4,4,4,2003,"1","51",5,2.8,1.4,2,2,4,1,1,2.83333333333333,1.5,5,5,4.75,5.5,68.75,5,5,5,4,4,5,4
"129","22315",7,"high_sss","I would be proud of myself for my success, likely due to the success of my start-up that I created in college. I would be modest and make conversation with my good friends.",1,2,2,1,1,1,2,1,1,2,2,3,3,3,2,2,4,1,2,1,2,4,2,2,3,3,2,4,2,1,4,4,4,4,2,5,4,4,2,90,80,100,100,100,100,100,100,100,60,100,100,100,100,70,100,1,4,2,4,2,1,2,2,1,5,4,1,4,4,3,2002,"2","51",4,2.2,1.6,4,4,4,2,2,3.66666666666667,1.75,6,6,4.5,4.75,93.75,4,4,5,5,5,3.57142857142857,4.28571428571429
"130","22306",10,"high_sss","I feel accomplished and proud. I am very rich, influential, popular, and well known. I have achieved many/all of my goals, and I am where I want to be in life. I am very happy, emotional, and a little bit exhausted.",1,3,1,1,2,1,1,1,1,4,4,4,4,4,4,1,1,1,1,2,2,3,5,3,1,1,5,5,1,1,5,6,5,5,2,5,6,4,2,100,100,65,100,75,100,100,100,100,30,19,34,50,100,75,80,1,4,1,2,2,1,4,5,2,2,4,2,3,3,2,2002,"1","51",5,3.2,1.1,1,3,1,1,1,1.66666666666667,1,6,6,5.5,5.25,76.75,5,4,5,4,4,4.14285714285714,3.14285714285714
"131","22227",7,"high_sss","It was amazing to attend the five-year reunion yesterday. I was able to reconnect with so many of my fellow students who I worked hand in hand with to better the Wake Forest community. I feel so honored to have graduated with such a wonderful class. I have so much respect for my fellow graduated and feel so proud of the hard work we have put in to get where we are in life. I admire each and every one of the graduates. I really enjoyed seeing so many people who knew me and understood my past and current accomplishments. I think people know how hard I worked to get involved on campus because so many people thanked me for my impact on the campus.",1,4,2,1,2,1,4,1,1,3,3,3,2,2,4,1,1,1,1,1,2,4,2,1,4,2,2,4,2,2,5,6,4,6,2,7,5,7,1,20,0,80,50,20,NA,NA,100,NA,NA,25,25,80,81,NA,83,2,5,1,5,1,1,5,5,1,4,5,3,5,5,4,2003,"1","59",5,2.9,1.1,4,5,4,2,1,3.83333333333333,1.75,6,7,5.5,6.5,51.2727272727273,5,5,5,5,3,5,4.42857142857143
"132","21983",7,"high_sss","I would walk around saying hi to everyone I knew and be excited to come back. I would be proud of what I had accomplished and think I am the man.",2,2,3,1,1,3,1,2,2,3,5,5,2,3,3,1,4,3,2,3,3,5,4,5,2,1,4,NA,NA,NA,NA,6,6,6,4,6,6,6,5,95,90,100,90,90,80,85,90,75,90,75,95,100,100,95,90,1,4,2,4,3,1,3,5,2,4,5,2,2,5,5,2001,"2","51",4,2.8,2.4,2,1,2,NA,NA,2.16666666666667,NA,4,3,5.5,5.25,90,4,3,5,4,4,4,4.14285714285714
"133","22066",7,"high_sss","If I was in the top place on the ladder I would feel happy and proud of all that I accomplished and be very excited and humbled to have received the honor of my peers. I would feel great about myself in this position.",1,5,1,1,3,1,5,1,1,5,5,5,5,5,5,1,1,1,1,5,5,3,2,5,1,2,4,3,2,1,3,7,7,7,1,7,7,7,1,80,100,70,60,100,65,100,90,0,60,100,100,100,100,70,100,1,5,1,5,1,1,5,5,1,2,5,3,1,2,3,2001,"1","41,39,21,23",4,4.8,1.4,4,1,2,3,3,2.16666666666667,2.25,7,7,7,7,80.9375,5,5,5,5,3,5,3
"134","22442",8,"high_sss","I would be humble, saying hi to old friends and if I was better off financially, taking friends out for dinner etc",1,5,3,2,4,4,3,3,2,3,4,3,4,3,4,1,1,1,5,1,1,2,3,4,2,3,4,2,3,2,2,5,4,6,5,4,5,5,4,72,59,30,4,11,9,19,6,8,64,81,100,59,48,56,8,1,2,3,2,3,4,2,3,1,3,2,1,3,3,4,NA,"2","51,59",5,3.4,2.3,3,2,2,4,4,2.33333333333333,3.25,3,4,4.5,4.5,39.625,3,3,2,5,5,2.42857142857143,3.57142857142857
"135","22383",9,"high_sss","I would feel very successful if I were at the top place on the ladder because I would be respected and admired by my peers. I would act confident and sure of myself.",1,5,3,1,4,1,5,1,1,4,4,3,3,5,3,1,2,4,2,3,5,3,4,4,2,2,4,4,3,1,4,6,5,4,2,6,5,3,3,87,85,85,33,66,12,60,27,32,79,26,44,71,95,49,27,1,5,1,4,1,1,5,5,1,4,4,2,4,4,4,2003,"1","51",5,4.1,1.9,2,2,2,2,2,2.16666666666667,2,6,5,5.25,4.75,54.875,5,5,5,5,4,4.85714285714286,4.14285714285714
"136","22449",9,"high_sss","At my 5 year reunion I feel nothing but grateful for everything I have been given in life. Because of the school I was able to achieve what I wanted in life but also become the person I had always looked up to as a child.",1,3,2,1,4,1,5,1,1,4,5,5,5,5,5,1,2,2,1,4,5,2,4,4,3,2,3,2,4,1,4,5,5,6,4,7,6,5,4,80,49,100,67,32,4,1,55,3,39,71,51,84,100,26,48,1,5,1,5,1,1,5,5,2,5,5,2,5,4,5,2003,"1","51",5,4.6,1.6,2,2,3,4,2,2.33333333333333,2.75,4,4,5,5.5,50.625,5,5,5,4,4,5,4.57142857142857
"137","22269",6,"high_sss","I would think of myself very highly if I were at the top place on the ladder, yet I'd still be very aware of where I came from and who I was before I was even close to the top.  I'd try and act the same because I don't think position is an excuse for bad behavior but I would feel stronger about my place in the world and hopefully that would mean something to me.",1,2,4,1,2,1,3,1,3,2,4,3,4,2,2,4,2,3,2,1,4,4,2,2,5,2,2,3,3,2,3,5,3,4,5,4,5,3,4,32,61,61,20,70,15,15,20,45,60,0,5,50,50,30,0,2,5,1,4,1,1,5,5,2,4,4,2,2,2,3,2003,"1","32,51",3,2.8,2.2,4,4,4,3,3,3.83333333333333,2.75,3,4,3.75,4,33.375,5,5,5,4,4,4.85714285714286,3.28571428571429
"138","22294",6,"high_sss","I am still study for my doctorate. By the way, I am also having a job in business. I am normal but I can get lots of fun by myself. I rent a house and I live in NYC.",2,3,1,1,1,1,3,1,3,4,3,4,3,3,3,2,1,1,1,2,3,4,5,4,3,2,2,4,2,1,4,4,4,5,4,5,4,5,4,100,99,84,64,78,100,100,62,66,95,62,78,96,52,19,45,1,5,2,4,2,5,4,5,1,5,5,2,5,4,5,2002,"2","11",4,3,1.4,1,2,4,2,2,2.66666666666667,1.75,4,4,4.25,4.5,75,4,4,1,5,4,3.85714285714286,4.71428571428571
"139","22415",7,"high_sss","I will feel accomplished and invincible.",1,2,1,1,3,2,4,1,2,4,4,4,4,3,4,1,1,1,5,4,4,2,3,3,3,2,3,4,2,2,4,5,5,5,3,5,4,4,3,54,42,100,100,76,87,38,100,22,22,100,74,100,100,48,26,2,4,4,2,4,2,4,4,1,4,4,5,5,2,2,2002,"2","11",3,3.6,1.9,3,3,3,2,2,2.66666666666667,2,5,5,5,4.5,68.0625,2,2,4,5,1,3.14285714285714,3.28571428571429
"140","22387",8,"high_sss","I believe I would be very thankful for my experience at wake that kickstarted my amazing life! I think I would also be very happy to have seen everyone at the reunion and also proud to show my peers that I ended up doing just great! :)",1,2,1,1,1,1,3,1,1,2,3,3,2,2,2,1,1,1,1,1,2,1,3,5,2,2,3,5,3,2,3,7,7,7,1,6,7,5,2,10,30,10,NA,50,NA,20,NA,NA,NA,NA,NA,5,10,5,50,3,5,1,4,1,1,5,5,1,4,3,1,5,3,3,2002,"1","51",5,2.2,1,3,1,3,1,3,2,2.25,7,6,7,6,21.1111111111111,5,5,5,5,5,4.85714285714286,4
"141","22165",4,"high_sss","I feel as if Wake Forest prepared me greatly for where I stand today, I honestly did not expect to see myself like this compared to other classmates.",1,2,2,4,1,4,1,2,3,2,2,1,1,2,1,3,2,2,1,4,2,5,5,4,5,4,3,4,5,3,4,5,1,2,6,7,3,3,5,10,0,10,50,31,20,10,39,20,NA,0,0,21,100,NA,80,4,3,2,5,2,1,4,4,1,3,2,1,2,3,4,2002,"2","51",4,1.5,2.7,1,2,3,2,2,3.33333333333333,3,2,3,2.5,4,27.9285714285714,4,4,5,5,5,4.14285714285714,3.42857142857143
"142","22171",8,"high_sss","I would feel euphoric as I have finally achieved my dreams and aspirations of success.",1,2,3,3,4,1,3,1,1,3,4,4,4,4,3,3,3,4,2,4,5,5,4,2,5,2,1,3,4,1,5,4,4,3,4,4,5,4,4,35,58,10,30,75,65,70,47,51,21,40,10,5,23,4,80,3,5,1,5,1,1,3,3,3,2,2,5,2,2,2,2003,"1","51",4,3.6,2.5,2,4,5,3,1,3.83333333333333,2.25,4,4,3.75,4.25,39,5,5,5,3,1,4.42857142857143,2
"143","21916",8,"high_sss","At first, I would likely be in disbelief. I would then feel very accomplished and proud of my achievements. I think I would become more outgoing, because I would feel a surge in confidence",1,1,2,1,2,1,3,1,2,2,4,3,3,1,2,1,2,1,1,1,1,5,3,4,2,2,1,4,3,2,2,4,3,4,5,4,3,3,5,91,90,90,88,98,90,94,70,50,91,92,93,98,97,54,97,1,2,2,4,1,1,2,4,2,2,3,2,3,2,4,2002,"2","39,51",5,2.2,1.3,3,2,5,2,4,3.16666666666667,2.75,3,3,3.5,3.25,86.4375,4,5,5,4,4,3.71428571428571,3.14285714285714
"144","21925",6,"high_sss","If I were to attend a reunion at the top of a ladder of respect, likely due to post-graduation success, I would hope that I would continue to treat everyone the same way I had before, and be equally respectful to them. Furthermore, I would hope that somehow, my own success would allow me to help out some of my closest friends along the way.",1,3,1,1,2,1,4,1,1,4,4,5,5,3,3,1,1,1,4,3,4,3,2,3,2,3,2,2,1,1,3,4,4,6,1,5,7,6,1,53,84,100,70,100,100,100,85,36,45,100,33,100,100,65,100,1,3,1,4,1,1,3,1,2,4,4,2,4,3,3,2002,"2","51",4,3.7,1.5,4,3,4,4,3,3.16666666666667,2.25,7,7,5.25,6.25,79.4375,5,5,5,4,4,3.71428571428571,3.71428571428571
"145","21424",9,"low_sss","embarrassed, sad, nervous, anxious",2,5,1,1,2,1,2,1,2,4,4,4,4,4,4,1,1,1,3,3,3,2,2,4,1,1,4,4,1,1,3,6,6,6,1,7,7,7,1,94,100,66,0,100,100,100,100,87,100,100,100,100,100,100,100,1,5,2,5,1,1,4,5,1,3,4,1,5,3,3,2001,"1","51",5,3.6,1.5,4,2,2,2,3,2,1.75,7,7,6.25,7,90.4375,4,5,5,5,5,4.71428571428571,4
"146","21423",9,"low_sss","I would not have a stable job or living environment. I would feel embarrassed at the reunion",3,4,2,1,4,1,4,1,1,4,4,4,4,4,4,1,1,1,4,4,4,3,4,4,2,2,4,4,2,2,4,6,6,5,1,7,6,6,2,51,41,8,0,0,0,5,0,0,25,15,27,3,0,16,0,1,4,1,4,1,1,3,3,2,4,4,1,3,3,3,2001,"1","51",NA,4,1.7,2,2,2,2,2,2.16666666666667,2,7,6,6,6.25,11.9375,5,5,5,4,5,4.14285714285714,3.71428571428571
"147","21337",4,"low_sss","I would think that maybe there are some unique aspect of my life that all my knowledge from college will become worthy one day.",2,4,1,1,4,1,5,1,1,4,4,2,2,4,2,1,2,2,1,1,4,5,2,1,5,5,1,2,3,2,5,2,1,1,3,1,1,1,6,81,85,39,71,87,90,90,57,81,91,18,33,79,37,80,46,3,5,1,4,1,1,5,5,1,5,NA,1,5,5,5,2000,"2","11",4,3.5,1.2,4,5,5,4,1,4.83333333333333,2.5,5,2,2.25,1.25,66.5625,5,5,5,5,5,4.85714285714286,5
"148","21826",7,"low_sss","I would act very shy, nervous, anxious, and worrying about how people percieve me",3,2,2,2,3,1,2,1,3,3,3,4,4,4,3,3,2,4,1,1,4,3,5,2,5,3,3,5,2,3,3,4,4,3,6,5,5,4,4,28,10,100,50,20,10,40,75,50,5,100,10,100,100,20,20,4,5,2,5,1,1,5,4,2,3,3,4,4,1,3,1998,"2","51",4,3.2,2,1,4,3,1,3,3.16666666666667,2.25,2,4,3.25,4.5,46.125,4,5,5,4,2,4.71428571428571,2.85714285714286
"149","21427",4,"low_sss","I probably do not know anyone, do not have any close friends, living life alone and doing my own thing or even not be able to complete my own task appropriately",3,3,2,1,2,2,3,2,3,3,2,2,3,2,3,2,2,2,2,3,3,3,2,1,4,4,2,3,3,2,3,4,4,4,4,4,4,5,5,76,74,87,58,64,45,50,66,68,55,63,95,48,21,31,38,4,2,4,4,3,2,5,4,2,4,3,2,3,3,3,2002,"1","99",4,2.6,2.1,4,5,4,3,3,4,2.75,4,3,4,4,58.6875,2,3,4,4,4,3.42857142857143,3.42857142857143
"150","21430",8,"low_sss","Disappointed. Depressed with such a failure, wasted opportunity, and difficult future ahead.",1,5,1,1,5,1,5,1,1,5,5,5,5,5,5,1,1,1,5,5,5,1,4,5,2,2,3,4,1,1,5,7,5,7,1,7,5,6,1,84,100,82,100,100,100,100,100,31,72,6,20,84,100,60,100,1,4,1,4,4,1,5,4,1,5,5,1,5,5,5,2001,"2","51",5,5,1.8,2,1,3,2,1,1.83333333333333,1.25,7,7,6.5,6.25,77.4375,5,2,5,5,5,4.14285714285714,5
"151","21332",7,"low_sss","I frankly wouldn't care too much, it wouldn't really affect me as long as i was doing what I thought to be right.",3,1,4,2,1,5,2,4,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,1,2,5,3,4,4,2,3,3,3,2,3,2,2,1,5,3,1,3,6,80,30,30,91,55,79,2,84,65,29,51,25,3,3,36,3,1,3,3,3,2,2,4,3,1,5,5,2,2,2,2,2002,"2","21",4,1.5,2.55555555555556,3,2,3,3,3,3.16666666666667,2.75,3,2,2,2.25,41.625,3,4,4,5,4,3.42857142857143,3.57142857142857
"152","21474",8,"low_sss","I would feel pretty isolated. Being at the bottom would mean that not many people would know me and I wouldn't have a real place at the reunion.",3,3,3,2,3,1,2,1,1,3,4,3,3,5,3,1,1,2,1,1,3,3,4,4,3,3,3,2,4,3,5,4,3,4,5,3,2,3,4,73,87,100,89,76,75,1,100,75,100,NA,38,69,0,100,37,4,2,3,3,3,2,2,1,3,2,2,5,3,2,1,2001,"1","39,51",5,3.2,1.4,2,2,3,4,1,2.66666666666667,3,3,4,3.5,3,68,3,3,4,3,1,2.57142857142857,2
"153","21344",7,"low_sss","I felt very out of place attending the 5-year reunion. It seems as though everyone had their lives together with the perfect jobs, relationships, and overall standing in life. I feel so behind after hearing about all of their success. I still have so much work to do.",3,2,2,2,1,1,2,1,1,2,3,2,2,3,2,2,3,3,1,1,3,4,2,2,4,4,2,3,4,2,4,5,4,5,2,4,5,5,2,40,79,8,9,80,9,80,8,8,82,7,10,55,10,10,10,2,4,2,4,1,1,3,3,3,2,2,3,3,2,3,2002,"1","51",5,2.2,1.7,4,4,4,3,2,4,2.75,6,6,5,5,31.5625,4,5,5,3,3,4,2.57142857142857
"154","21489",4,"low_sss","Wake Forest is a home to many. To me, it’s feels more like a workplace. Nothing much of note to me, just classes and faces that are unimportant. Going to class, doing work, going to bed, and waking up and repeating every day. My only solace is the few friends I have, and I am content with the few relationships I have. I haven’t strived for the popularity or admiration from the student body like others around me, I only wanted to do what I need to in trying to make it out.",3,3,1,1,2,1,4,1,1,2,2,4,3,2,3,1,1,1,1,1,2,2,5,5,4,2,2,5,4,3,2,3,3,4,4,4,4,3,6,10,20,90,5,10,0,10,20,90,5,5,5,90,0,NA,10,4,5,1,5,2,1,4,5,1,2,3,2,3,1,2,2002,"2","21",3,2.7,1,1,1,4,1,4,2.33333333333333,3,4,2,3.5,3.25,24.6666666666667,5,4,5,5,4,4.71428571428571,2.85714285714286
"155","21516",4,"low_sss","Here at my time at Wake Forest, I acted in a way that has left a negative impression on my classmates. I was rude, cheated, wasted the time of my professors and stabbed many people in the back. No one bothers to keep up with me so I have very little respect or admiration.",3,4,4,2,3,1,3,1,1,1,1,2,2,3,2,3,1,3,1,1,1,4,2,1,2,4,1,2,3,3,2,4,4,3,5,3,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,60,NA,NA,3,2,4,4,3,2,2,2,4,2,2,4,2,3,4,2002,"1","51",3,2.2,1.8,4,5,5,4,4,4,3.5,3,3,3.5,3,53.5,2,3,4,2,2,2.71428571428571,2.42857142857143
"156","21471",7,"low_sss","I suppose that I would feel inferior and insecure. I would worry that others look down on me with condescension and I might withdraw from socializing.",3,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,2,5,4,1,3,4,2,4,3,3,4,5,5,5,3,5,5,5,3,0,0,10,20,20,0,0,0,10,0,0,0,40,0,0,0,4,3,1,2,2,1,2,2,1,4,3,2,3,1,1,2002,"1","11",5,1.9,1,2,5,4,2,2,3.83333333333333,2.5,5,5,5,5,6.25,5,4,5,5,4,3.28571428571429,3
"157","21575",6,"low_sss","If I were in the bottom of the ladder, It would make it really hard for me to even show or step into the same room as my pears.",1,2,4,4,2,4,1,4,4,2,2,2,4,1,4,1,3,1,1,4,2,2,5,5,4,3,5,5,2,2,5,7,5,6,2,5,5,6,5,42,58,11,72,36,0,40,54,37,59,48,83,52,4,0,0,3,4,2,5,3,1,2,2,1,5,4,2,5,3,2,2001,"2","33",3,2.2,3,1,1,1,1,1,2,1.5,6,3,6,4.75,37.25,4,3,5,5,4,3.57142857142857,4
"158","21433",7,"low_sss","Yesterday I attended my 5-year college reunion, it was humiliating. All I realized was that I have been left behind in my career and prominence, I feel like a disappointment. While everyone else has progressed in their social and financial life I am struggling to keep up and I feel like I am being left behind.",3,1,4,3,1,3,1,2,3,2,2,2,1,1,2,1,4,3,1,2,1,5,2,1,5,2,1,4,2,2,3,3,1,2,6,4,2,3,5,40,25,50,60,75,60,70,66,46,31,30,29,49,61,35,70,4,3,3,3,3,2,2,2,2,4,3,3,3,2,3,2001,"2","12,51",4,1.4,2.6,4,5,5,2,3,4.33333333333333,2.25,2,3,2,3,49.8125,3,3,4,4,3,2.85714285714286,3.14285714285714
"159","21767",7,"low_sss","If I was at the bottom of the later, I would have so much regret in terms of the relationships I made in college",3,4,2,2,4,1,4,2,2,4,4,4,4,4,4,2,2,1,2,2,2,2,5,4,2,2,3,5,2,2,4,6,6,4,4,5,6,5,5,31,21,11,15,25,33,21,56,48,20,59,12,24,33,24,37,1,2,2,3,3,2,2,1,1,3,3,5,2,4,1,2001,"2","51",5,3.8,1.8,1,2,3,1,2,2,1.75,4,3,5,4.75,29.375,4,3,4,5,1,2.71428571428571,2.71428571428571
"160","21347",8,"low_sss","If I was at the bottom, I may feel terrible and even feel cynical. I may think that I do not deserve this. But, because I had similar experience in middle school and became generally not caring to much about the my influence/status at school, I might be quite resilient to the situation and become motivated to graduate as soon as possible.",2,3,1,1,3,1,5,2,2,3,5,5,4,3,2,2,1,2,1,3,3,2,3,1,4,3,3,3,3,4,3,5,6,5,3,6,5,4,4,60,100,22,10,70,51,83,82,31,100,5,80,20,3,90,80,3,4,2,5,1,2,4,5,2,4,3,1,4,5,4,2001,"2","11",4,3.6,1.6,3,5,3,3,3,3.33333333333333,3.25,5,4,5.25,4.75,55.4375,4,5,4,4,5,4.42857142857143,4.14285714285714
"161","21396",7,"low_sss","I entered the room and saw a majority of people in Tuxedos. I looked down at my torn jeans and sneakers and wondered when was this decided. I couldn't not hold up a conversation that many of my friends and I could during college. Nobody played video games. Nobody had time to watch NBA or the Premier League. They were all busy in their work and hustle for money. While I was stilling scouting for a job, some of my acquaintances were talking about buying or partnering with other successful companies. I felt that money wise I was a bit behind, but deep down do I really want to live a life full of stress and and luxury, because everything for that matter is not permanent. Nothing will last.",3,4,1,1,4,1,4,1,2,4,5,5,5,4,4,1,1,2,1,3,3,3,5,1,3,4,2,5,1,1,5,6,6,6,1,5,5,7,2,68,20,89,59,100,100,75,89,24,29,76,50,100,69,15,90,2,2,3,4,4,1,5,5,1,5,5,2,5,5,4,2001,"2","13",3,4.2,1.4,1,5,4,1,1,3.33333333333333,1,7,6,6.25,5.75,65.8125,3,2,5,5,4,3.71428571428571,4.71428571428571
"162","21661",8,"low_sss","I knew the reunion would be awful and I was right. No one knew my name, I felt ostracized, and the people haven't changed at all. So arrogant and entitled",3,3,2,2,1,1,3,1,2,3,3,2,1,4,2,2,2,2,1,1,2,4,3,3,2,2,3,4,3,1,4,5,5,6,2,6,6,6,2,40,66,50,70,50,35,65,55,45,40,46,55,65,56,55,40,1,3,2,3,1,1,2,3,1,4,4,2,2,4,4,2000,"1","51",5,2.4,1.6,3,3,3,2,2,2.83333333333333,2,6,6,5.5,6,52.0625,4,5,5,5,4,3.57142857142857,3.85714285714286
"163","21550",7,"low_sss","I would feel ashamed and lonely",2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,5,2,2,4,3,3,3,3,3,3,3,5,4,4,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002,"2","99",4,3,3,3,1,2,3,3,2,3,3,4,3,4,0,3,3,3,3,3,3,3
"164","21772",8,"low_sss","I would be sad that I had no respect after being at Wake for 4 years.",3,2,3,1,2,2,4,2,2,3,4,3,3,3,4,2,2,3,1,3,3,4,5,2,4,4,2,5,3,2,4,4,4,3,1,4,4,3,1,10,15,70,10,70,50,0,20,5,0,0,25,75,75,20,50,3,3,3,4,2,2,4,3,2,4,3,3,4,3,3,2000,"2","51",4,3.1,2.1,1,4,4,1,2,3.5,2,7,7,4.5,4.5,30.9375,3,4,4,4,3,3.57142857142857,3.42857142857143
"165","21500",6,"low_sss","i would feel like a let down, that i haven't accomplished anything",3,3,4,2,1,1,1,1,3,2,4,4,3,5,3,1,3,1,2,1,3,5,5,5,2,1,4,5,1,1,3,5,6,5,3,6,6,5,2,95,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,1,4,2,5,1,1,3,4,2,2,3,5,2,2,3,2001,"2","51",5,2.9,1.9,1,1,2,1,3,2,1.5,5,6,5.25,5.75,96.5625,4,5,5,4,1,4.28571428571429,2.42857142857143
"166","21707",8,"low_sss","I would honestly just want to see old friends and meet other people I didn't know that well during college. A part of me would be embarrassed if I wasn't doing well economically. If I had no job and people asked what I did, I would most likely say my last job because I'd be too embarrassed to admit I failed. I would act warm and friendly to everyone, but deep down I would be wondering what they think of me now.",3,1,2,2,2,3,1,1,2,2,1,2,2,3,3,1,2,2,1,2,2,4,4,2,3,2,2,3,4,2,4,5,5,4,3,5,5,4,3,40,30,61,30,49,15,15,32,72,57,21,31,50,51,29,58,3,4,1,4,1,2,3,3,2,3,3,2,3,4,4,2001,"1","33,59",4,1.9,1.8,2,4,4,3,2,3.16666666666667,2.75,5,5,4.75,4.75,40.0625,5,5,4,4,4,4,3.57142857142857
"167","21571",7,"low_sss","I feel like I shouldn't be here. No one remembers who I am or wants to listen to what I have to say. I feel like my opinions don't mean much and no one even knows I am here.",3,2,1,1,1,1,3,1,1,2,1,1,3,2,2,1,1,1,1,1,1,2,5,5,1,1,5,4,1,1,2,7,7,5,1,7,7,5,1,NA,NA,50,80,50,NA,20,60,NA,NA,NA,NA,80,45,10,80,3,2,2,4,2,1,3,4,1,4,4,1,4,3,2,2000,"2","51",4,1.8,1,1,1,1,2,4,1.16666666666667,2,7,7,6.5,6.5,52.7777777777778,4,4,5,5,5,3.71428571428571,3.85714285714286
"168","21456",8,"low_sss","I would likely be kind of shy coming back to a place where I had such a low standing.",3,4,3,1,4,1,4,2,1,4,5,4,4,4,4,1,1,1,2,2,4,2,2,2,3,2,4,3,2,2,4,6,5,6,1,5,6,6,1,70,90,15,12,19,11,69,8,7,91,8,8,95,22,17,37,1,4,1,4,1,1,3,3,1,4,4,5,3,3,3,2002,"2","32,51",3,4.1,1.5,4,4,2,3,2,2.83333333333333,2.25,7,7,6,6,36.1875,5,5,5,5,1,4.14285714285714,3.28571428571429
"169","21710",6,"low_sss","Attending the 5-year college reunion was the worst thing of my life. At this point in my life I don't feel like myself, I think everybody is judging me and I just want to be left alone. But I thought my college friends would make things better, but it didn't.",3,3,2,2,4,3,2,3,2,3,4,4,3,2,2,3,3,3,3,3,3,2,4,4,3,3,4,4,3,3,4,3,6,3,5,4,6,4,3,6,4,55,5,9,6,7,6,9,9,11,7,83,79,8,11,3,4,2,2,2,2,3,4,2,4,4,2,4,4,4,2001,"1","21",4,3,2.7,2,2,2,2,2,2.33333333333333,2.5,3,5,3.75,4.75,19.6875,4,4,4,4,4,3.57142857142857,4
"170","21658",9,"low_sss","unaccomplished, self-conscious",3,3,2,5,3,1,2,3,4,2,2,2,3,3,1,5,5,4,1,2,3,4,2,2,4,4,1,3,3,3,3,2,2,2,3,1,2,2,4,75,87,48,30,20,61,79,51,26,30,44,28,43,96,16,66,3,4,1,4,2,1,4,4,1,4,4,2,4,4,4,2002,"1","11",5,2.4,3.2,4,4,5,3,3,4.16666666666667,3,5,4,2.75,2.25,50,5,4,5,5,4,4.28571428571429,4.14285714285714
"171","21681",6,"low_sss","Dear Diary, I feel like everyone has passed me by. All of my peers who made me feel inferior in my time at Wake Forest, and that has not changed wince we graduated. I feel like I have gone nowhere in life, and everyone else is flourishing.",3,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,4,4,2,5,2,4,4,2,2,3,4,4,4,6,4,3,3,6,49,48,32,37,30,16,26,34,24,24,43,43,38,27,22,34,3,3,1,4,1,1,1,2,1,3,3,1,3,2,2,2002,"1","21,51",3,1.7,1.2,2,4,2,2,3,3.16666666666667,2.25,2,2,3.5,3,32.9375,5,5,5,5,5,3.57142857142857,3.28571428571429
